XM,SXZY,HDHD,CSD
15698,2404,2242,1819
15699,2405,478,1634
15700,2405,1463,569
15701,2405,2465,559
15702,2405,2583,3672
15703,2406,218,79
15704,2406,314,1889
15705,2406,692,2637
15706,2406,706,2943
15707,2406,1085,1681
15708,2406,1578,2074
15709,2406,1816,2062
15710,2406,2139,1987
15711,2406,2221,3428
15712,2406,2306,1234
15713,2406,2547,1818
15714,2407,102,702
15715,2407,372,1395
15716,2408,762,2100
15717,2408,1000,1063
15718,2408,1003,3364
15719,2408,1843,2225
15720,2409,10,3161
15721,2409,718,3488
15722,2409,721,3468
15723,2409,1448,2056
15724,2409,2155,1054
15725,2410,91,3243
15726,2410,551,2027
15727,2410,1307,3441
15728,2410,1384,296
15729,2410,1743,2450
15730,2411,58,3631
15731,2411,601,308
15732,2411,1537,1672
15733,2411,1836,2996
15734,2411,1945,1077
15735,2411,2178,1667
15736,2412,458,493
15737,2412,824,3731
15738,2412,1363,1634
15739,2412,1384,2118
15740,2412,1448,2674
15741,2412,1466,2376
15742,2412,1493,2115
15743,2412,1859,1750
15744,2412,2178,1633
15745,2412,2324,3701
15746,2413,578,3616
15747,2413,615,2124
15748,2413,741,598
15749,2413,1047,3642
15750,2413,1417,3358
15751,2413,1816,3588
15752,2413,2122,1642
15753,2414,223,2469
15754,2414,232,3618
15755,2414,364,779
15756,2414,1008,2211
15757,2414,1251,3255
15758,2414,1284,3014
15759,2414,1335,1217
15760,2414,1384,269
15761,2414,1599,1845
15762,2414,2221,2172
15763,2415,562,2470
15764,2415,602,289
15765,2415,1636,218
15766,2415,1723,3431
15767,2415,2458,3455
15768,2416,162,3411
15769,2416,316,2497
15770,2416,809,1665
15771,2416,1059,402
15772,2416,1600,833
15773,2416,1800,2702
15774,2417,926,664
15775,2417,1060,2045
15776,2417,1159,435
15777,2417,1266,1476
15778,2417,1876,914
15779,2417,2206,3153
15780,2418,193,2769
15781,2418,925,92
15782,2418,2178,2573
15783,2419,174,1259
15784,2419,313,851
15785,2420,499,1431
15786,2420,525,3010
15787,2420,1133,1405
15788,2420,1505,3185
15789,2420,1740,1184
15790,2420,2303,1694
15791,2421,98,175
15792,2421,956,57
15793,2421,1975,1911
15794,2422,258,137
15795,2422,1978,3110
15796,2423,1897,2930
15797,2424,1040,2484
15798,2424,1804,750
15799,2425,1537,111
15800,2425,2601,3043
15801,2426,680,3135
15802,2426,758,1173
15803,2426,826,1166
15804,2426,898,165
15805,2426,898,3156
15806,2426,898,3159
15807,2426,898,3525
15808,2426,898,3525
15809,2426,898,1584
15810,2426,945,14
15811,2426,1028,1398
15812,2426,1128,735
15813,2426,1184,2168
15814,2426,1943,2426
15815,2426,2185,1888
15816,2426,2448,3582
15817,2426,2489,156
15818,2427,9,3025
15819,2427,898,1209
15820,2427,1649,2249
15821,2428,898,885
15822,2428,898,1058
15823,2428,1395,2168
15824,2428,1597,234
15825,2428,2237,789
15826,2428,2269,3284
15827,2429,25,3546
15828,2429,613,343
15829,2429,695,3103
15830,2429,1114,2451
15831,2429,1514,2801
15832,2429,1732,2911
15833,2429,2052,2054
15834,2429,2061,2123
15835,2430,28,2997
15836,2430,112,2251
15837,2430,715,3429
15838,2430,1207,96
15839,2430,1749,1902
15840,2430,1803,1797
15841,2430,2158,2444
15842,2431,784,1537
15843,2431,898,560
15844,2431,1441,2043
15845,2431,1547,2502
15846,2431,1687,3424
15847,2431,1857,1086
15848,2432,329,1806
15849,2432,917,1213
15850,2432,1304,3672
15851,2432,1597,2283
15852,2432,1685,462
15853,2432,2333,1189
15854,2432,2352,2304
15855,2433,75,2051
15856,2433,855,2560
15857,2433,1045,191
15858,2433,1060,1834
15859,2433,1323,2578
15860,2433,1398,899
15861,2434,1696,2573
15862,2434,1725,3016
15863,2434,1892,3284
15864,2435,87,1836
15865,2435,213,925
15866,2435,236,138
15867,2435,1071,3086
15868,2435,1665,3461
15869,2435,2601,2204
15870,2436,2028,2828
15871,2437,1165,2045
15872,2437,1576,2736
15873,2438,478,192
15874,2438,2286,2726
15875,2439,660,1559
15876,2439,1481,1211
15877,2439,1752,1491
15878,2439,1886,2718
15879,2439,2163,2017
15880,2439,2465,1942
15881,2440,127,171
15882,2440,271,1598
15883,2440,323,206
15884,2440,752,3469
15885,2440,876,2403
15886,2440,898,192
15887,2440,898,596
15888,2440,1033,2106
15889,2440,1193,3154
15890,2440,1576,2387
15891,2440,1828,1923
15892,2440,1876,686
15893,2441,1260,2914
15894,2441,1876,3159
15895,2441,1913,1755
15896,2441,2162,2050
15897,2442,19,2991
15898,2442,898,608
15899,2443,392,728
15900,2443,898,1056
15901,2443,2516,230
15902,2444,226,2731
15903,2444,640,416
15904,2444,898,1139
15905,2444,1431,763
15906,2444,1597,2808
15907,2445,93,473
15908,2445,149,3291
15909,2445,246,1029
15910,2445,251,439
15911,2445,287,2008
15912,2445,287,1449
15913,2445,289,2260
15914,2445,332,3543
15915,2445,440,736
15916,2445,457,1286
15917,2445,488,1775
15918,2445,528,2398
15919,2445,556,3536
15920,2445,613,283
15921,2445,645,3006
15922,2445,673,13
15923,2445,675,2027
15924,2445,687,3157
15925,2445,732,425
15926,2445,795,1556
15927,2445,807,384
15928,2445,860,203
15929,2445,898,165
15930,2445,898,165
15931,2445,898,596
15932,2445,898,657
15933,2445,898,758
15934,2445,898,1024
15935,2445,898,1032
15936,2445,898,1035
15937,2445,898,1035
15938,2445,898,1058
15939,2445,898,2288
15940,2445,898,2291
15941,2445,898,3156
15942,2445,898,3159
15943,2445,898,3159
15944,2445,898,3159
15945,2445,898,3466
15946,2445,951,33
15947,2445,998,2207
15948,2445,1040,1166
15949,2445,1071,3007
15950,2445,1085,1340
15951,2445,1085,2652
15952,2445,1085,2937
15953,2445,1089,2999
15954,2445,1109,2027
15955,2445,1109,2027
15956,2445,1109,2027
15957,2445,1151,2510
15958,2445,1179,634
15959,2445,1195,120
15960,2445,1211,2215
15961,2445,1226,2174
15962,2445,1261,2016
15963,2445,1281,1895
15964,2445,1318,3164
15965,2445,1320,1843
15966,2445,1329,2183
15967,2445,1481,525
15968,2445,1516,3216
15969,2445,1522,3444
15970,2445,1557,1051
15971,2445,1576,2897
15972,2445,1652,1359
15973,2445,1690,2830
15974,2445,1697,1139
15975,2445,1766,204
15976,2445,1786,2290
15977,2445,1804,3097
15978,2445,1818,919
15979,2445,1876,939
15980,2445,1876,3446
15981,2445,1943,1672
15982,2445,1970,1311
15983,2445,1990,2665
15984,2445,2022,1749
15985,2445,2035,1386
15986,2445,2111,1230
15987,2445,2122,2139
15988,2445,2168,1052
15989,2445,2178,463
15990,2445,2197,1447
15991,2445,2197,1527
15992,2445,2202,626
15993,2445,2275,1750
15994,2445,2293,1858
15995,2445,2296,3181
15996,2445,2321,808
15997,2445,2326,936
15998,2445,2385,3468
15999,2445,2464,1975
16000,2445,2518,1159
16001,2445,2563,71
16002,2445,2563,480
16003,2445,2574,1871
16004,2445,2586,1353
16005,2445,2601,3589
16006,2445,2601,3677
16007,2446,70,2194
16008,2446,528,233
16009,2446,1949,1755
16010,2446,2579,1716
16011,2447,87,542
16012,2447,277,387
16013,2447,1090,2558
16014,2447,1269,2204
16015,2448,323,2855
16016,2449,528,2836
16017,2449,810,24
16018,2449,1888,1740
16019,2449,2335,2669
16020,2450,1,585
16021,2450,153,1567
16022,2450,860,2372
16023,2450,1072,3508
16024,2450,1435,1765
16025,2450,2221,1449
16026,2451,522,3190
16027,2451,1576,2603
16028,2451,2239,1313
16029,2452,725,3396
16030,2452,1051,1520
16031,2452,1888,921
16032,2453,707,2062
16033,2454,172,3698
16034,2454,386,2385
16035,2454,529,306
16036,2454,1817,3156
16037,2454,2465,1771
16038,2455,1874,1645
16039,2455,2601,3250
16040,2456,327,623
16041,2456,898,1058
16042,2457,211,3565
16043,2457,1465,50
16044,2458,332,1035
16045,2458,2565,1275
16046,2459,1021,3385
16047,2460,240,1658
16048,2460,898,925
16049,2460,898,2972
16050,2460,945,1336
16051,2460,968,2977
16052,2460,1415,960
16053,2460,1766,2756
16054,2461,131,2828
16055,2461,423,1598
16056,2461,1344,3574
16057,2461,1369,174
16058,2461,2425,1869
16059,2461,2601,3298
16060,2462,128,864
16061,2462,744,2747
16062,2462,963,1483
16063,2463,853,698
16064,2463,909,1404
16065,2463,1263,1353
16066,2463,1351,1533
16067,2463,1586,2849
16068,2464,440,2160
16069,2464,898,1129
16070,2464,2468,2394
16071,2465,687,2734
16072,2465,836,2164
16073,2465,1261,3159
16074,2465,1793,498
16075,2465,2091,807
16076,2465,2230,1800
16077,2466,1843,3147
16078,2466,2192,564
16079,2467,1473,1559
16080,2467,1510,705
16081,2467,1576,2736
16082,2467,2510,3548
16083,2467,2563,2185
16084,2467,2581,3672
16085,2468,78,3433
16086,2468,898,1035
16087,2468,898,1107
16088,2468,1391,3223
16089,2468,2045,2609
16090,2468,2604,988
16091,2469,98,1807
16092,2469,210,2807
16093,2469,357,3159
16094,2469,473,1582
16095,2469,583,2061
16096,2469,882,2837
16097,2469,980,1581
16098,2469,1043,3323
16099,2469,1182,3650
16100,2469,1546,3614
16101,2469,1593,2651
16102,2469,1593,2701
16103,2469,1593,2767
16104,2469,1596,1619
16105,2469,1628,2747
16106,2469,1837,1524
16107,2469,1843,39
16108,2469,1843,569
16109,2469,1843,3220
16110,2469,1843,3492
16111,2469,2549,2592
16112,2470,1429,3186
16113,2470,1846,739
16114,2470,2069,2533
16115,2471,370,2108
16116,2471,2009,3156
16117,2472,328,3159
16118,2472,1125,1139
16119,2472,1350,1606
16120,2472,2006,948
16121,2473,239,833
16122,2473,370,3156
16123,2474,157,1137
16124,2474,745,1331
16125,2474,1109,1958
16126,2474,1645,2074
16127,2474,2050,790
16128,2474,2575,3388
16129,2475,522,245
16130,2475,921,2293
16131,2475,1455,410
16132,2475,1458,362
16133,2475,2265,2978
16134,2476,1383,2539
16135,2476,1950,65
16136,2476,1963,543
16137,2476,2110,857
16138,2476,2172,941
16139,2477,357,3523
16140,2477,1762,2788
16141,2478,913,550
16142,2478,943,1479
16143,2479,1108,1070
16144,2479,1637,1002
16145,2479,2221,3543
16146,2480,58,131
16147,2480,643,1451
16148,2480,1313,1688
16149,2480,1574,2384
16150,2480,2127,1766
16151,2480,2313,2987
16152,2480,2404,258
16153,2481,1035,162
16154,2481,1067,3111
16155,2481,1704,2208
16156,2481,1961,3156
16157,2482,187,2503
16158,2482,1654,2258
16159,2482,1744,2382
16160,2482,2556,80
16161,2483,36,361
16162,2483,129,3718
16163,2483,601,301
16164,2483,694,1451
16165,2484,397,3299
16166,2484,473,2485
16167,2484,700,2325
16168,2484,768,1895
16169,2484,1765,299
16170,2485,2433,2297
16171,2485,2479,1958
16172,2486,313,3043
16173,2487,36,2027
16174,2487,173,399
16175,2487,323,3143
16176,2487,362,171
16177,2487,378,489
16178,2487,531,978
16179,2487,735,1286
16180,2487,984,2016
16181,2487,1064,2385
16182,2487,1091,3612
16183,2487,1109,1929
16184,2487,1109,2020
16185,2487,1109,3536
16186,2487,1109,1742
16187,2487,1109,1297
16188,2487,1109,811
16189,2487,1109,1431
16190,2487,1115,2070
16191,2487,1257,1515
16192,2487,1343,1131
16193,2487,1368,2215
16194,2487,1463,569
16195,2487,1565,254
16196,2487,1576,2106
16197,2487,1576,2597
16198,2487,1576,2647
16199,2487,1576,2678
16200,2487,1606,1562
16201,2487,1718,3326
16202,2487,1766,964
16203,2487,1801,3190
16204,2487,1817,3334
16205,2487,1826,1457
16206,2487,1882,3296
16207,2487,2030,639
16208,2487,2031,1865
16209,2487,2131,802
16210,2487,2148,1923
16211,2487,2160,546
16212,2487,2178,3559
16213,2487,2197,745
16214,2487,2221,420
16215,2487,2221,1556
16216,2487,2221,2437
16217,2487,2221,2858
16218,2487,2221,3156
16219,2487,2306,1789
16220,2487,2306,3372
16221,2487,2306,3512
16222,2487,2306,3415
16223,2487,2308,1969
16224,2487,2331,2703
16225,2487,2331,3159
16226,2487,2332,388
16227,2487,2369,3378
16228,2487,2369,1325
16229,2487,2388,1204
16230,2487,2389,2172
16231,2487,2512,420
16232,2487,2534,3114
16233,2487,2539,3537
16234,2487,2540,1556
16235,2487,2549,2141
16236,2487,2563,472
16237,2487,2563,1726
16238,2487,2563,1902
16239,2488,516,3471
16240,2488,2400,2392
16241,2489,291,3257
16242,2489,463,3220
16243,2489,624,3693
16244,2489,2024,2350
16245,2489,2501,1149
16246,2490,222,98
16247,2490,797,1559
16248,2490,1006,2764
16249,2490,2233,1771
16250,2491,538,601
16251,2491,822,1465
16252,2491,2082,2664
16253,2491,2160,2735
16254,2491,2286,285
16255,2492,1178,2638
16256,2492,1264,1114
16257,2492,1473,1063
16258,2493,67,2072
16259,2493,313,888
16260,2493,470,32
16261,2494,520,972
16262,2494,1411,1718
16263,2494,2495,758
16264,2495,639,3164
16265,2495,794,1739
16266,2495,1405,3621
16267,2495,1874,1410
16268,2496,344,2721
16269,2496,440,3166
16270,2496,954,1539
16271,2496,998,2561
16272,2496,1097,82
16273,2496,1109,2142
16274,2496,1152,1015
16275,2496,1801,3230
16276,2496,1835,1193
16277,2496,1868,3303
16278,2496,2197,1458
16279,2496,2303,129
16280,2496,2303,1300
16281,2496,2332,351
16282,2496,2418,539
16283,2496,2601,352
16284,2497,421,1093
16285,2497,651,1030
16286,2497,971,39
16287,2497,1355,626
16288,2497,1856,2093
16289,2497,2444,3218
16290,2497,2551,762
16291,2498,1304,257
16292,2498,1800,1455
16293,2499,1075,446
16294,2499,1884,1781
16295,2500,93,2491
16296,2500,1106,932
16297,2500,1179,2167
16298,2500,2303,138
16299,2501,313,618
16300,2501,533,1397
16301,2501,1363,3183
16302,2502,41,2328
16303,2502,2541,84
16304,2502,2549,2217
16305,2503,639,23
16306,2503,2178,3648
16307,2504,1282,2945
16308,2504,1719,3009
16309,2504,1791,173
16310,2504,2102,365
16311,2505,325,2894
16312,2505,690,2611
16313,2505,1132,1958
16314,2505,1649,2705
16315,2505,1753,1984
16316,2505,2422,3438
16317,2506,416,3433
16318,2506,595,3143
16319,2506,1242,2090
16320,2507,76,2616
16321,2507,710,1645
16322,2507,806,676
16323,2507,806,1035
16324,2507,1610,2596
16325,2507,2006,3333
16326,2507,2154,346
16327,2507,2422,218
16328,2507,2422,2298
16329,2507,2422,2906
16330,2507,2422,3159
16331,2508,1383,1391
16332,2508,1535,2463
16333,2508,2014,3302
16334,2509,402,2222
16335,2509,1106,448
16336,2509,1983,1720
16337,2509,2557,2284
16338,2509,2560,1443
16339,2509,2560,1282
16340,2509,2587,178
16341,2510,53,886
16342,2510,1570,3442
16343,2510,2238,53
16344,2510,2422,1407
16345,2511,472,1305
16346,2511,595,285
16347,2511,1184,2631
16348,2511,2107,228
16349,2511,2221,2042
16350,2511,2422,1234
16351,2512,185,1873
16352,2512,1880,1186
16353,2513,389,455
16354,2513,816,248
16355,2513,935,3037
16356,2513,2422,2658
16357,2513,2422,3156
16358,2514,367,3141
16359,2514,818,963
16360,2514,1218,2519
16361,2514,1435,2585
16362,2514,2147,3392
16363,2514,2178,995
16364,2514,2288,1764
16365,2515,141,3476
16366,2515,661,556
16367,2515,744,2882
16368,2515,2005,1584
16369,2515,2422,2736
16370,2515,2555,2321
16371,2515,2581,3015
16372,2516,200,1482
16373,2516,2070,3288
16374,2516,2134,1630
16375,2516,2429,3159
16376,2517,2139,2288
16377,2518,312,1201
16378,2518,1063,2058
16379,2518,1075,468
16380,2518,2092,135
16381,2518,2342,1163
16382,2518,2474,620
16383,2519,225,2339
16384,2519,364,3128
16385,2519,524,1517
16386,2519,726,1670
16387,2519,809,3411
16388,2519,826,935
16389,2519,845,1209
16390,2519,2545,129
16391,2520,1724,1919
16392,2520,1828,1995
16393,2520,2039,1494
16394,2520,2446,3159
16395,2521,349,106
16396,2521,529,743
16397,2521,650,1717
16398,2521,825,3668
16399,2522,1760,982
16400,2522,2486,1247
16401,2522,2525,231
16402,2523,806,3525
16403,2523,1132,2033
16404,2523,2025,1407
16405,2523,2429,3156
16406,2524,806,203
16407,2524,806,3156
16408,2524,1130,1987
16409,2524,1186,1219
16410,2524,1498,3587
16411,2525,822,3159
16412,2525,1061,339
16413,2525,1418,2506
16414,2525,1790,196
16415,2526,67,26
16416,2526,757,1277
16417,2526,782,360
16418,2526,807,654
16419,2527,194,2649
16420,2527,304,2315
16421,2527,670,484
16422,2527,806,2292
16423,2527,2109,217
16424,2528,668,531
16425,2528,1075,427
16426,2528,1610,3414
16427,2529,1073,1287
16428,2529,1110,2145
16429,2529,1125,1975
16430,2530,678,314
16431,2530,1606,2668
16432,2530,1616,2052
16433,2530,1617,2736
16434,2531,814,3156
16435,2531,943,1528
16436,2531,1253,2300
16437,2531,1553,2899
16438,2532,1175,2046
16439,2532,1407,641
16440,2532,1784,1833
16441,2533,314,2520
16442,2533,364,790
16443,2533,1306,3262
16444,2533,2087,1245
16445,2534,1051,885
16446,2535,93,2930
16447,2535,313,3207
16448,2535,370,1065
16449,2535,394,2646
16450,2535,574,720
16451,2535,692,2606
16452,2535,763,3525
16453,2535,806,1071
16454,2535,806,1139
16455,2535,806,1665
16456,2535,806,3156
16457,2535,806,3156
16458,2535,806,3525
16459,2535,810,2532
16460,2535,844,1157
16461,2535,888,718
16462,2535,888,3159
16463,2535,921,443
16464,2535,922,1834
16465,2535,1051,560
16466,2535,1051,3159
16467,2535,1051,3369
16468,2535,1085,3159
16469,2535,1125,1571
16470,2535,1228,647
16471,2535,1304,1150
16472,2535,1312,241
16473,2535,1488,1200
16474,2535,1525,2966
16475,2535,1571,1777
16476,2535,1638,193
16477,2535,1753,1941
16478,2535,1753,1993
16479,2535,1753,2371
16480,2535,1753,3159
16481,2535,1897,1096
16482,2535,1908,1234
16483,2535,2004,925
16484,2535,2034,3156
16485,2535,2206,1234
16486,2535,2233,3086
16487,2535,2422,3156
16488,2535,2422,2534
16489,2535,2530,1157
16490,2536,17,3525
16491,2536,434,109
16492,2536,1419,3453
16493,2537,1507,2416
16494,2537,2498,3523
16495,2538,63,2448
16496,2538,157,3499
16497,2538,758,3670
16498,2538,1051,2875
16499,2538,2023,2719
16500,2539,380,2419
16501,2539,791,1632
16502,2539,996,775
16503,2539,2583,2289
16504,2540,373,2040
16505,2540,1588,565
16506,2540,1744,550
16507,2540,2577,786
16508,2541,94,3085
16509,2541,313,2257
16510,2541,381,385
16511,2541,594,3159
16512,2541,737,298
16513,2541,806,206
16514,2541,806,812
16515,2541,806,992
16516,2541,806,1132
16517,2541,806,3156
16518,2541,806,3159
16519,2541,806,3159
16520,2541,806,3159
16521,2541,806,3525
16522,2541,806,3643
16523,2541,826,1014
16524,2541,858,3159
16525,2541,888,1035
16526,2541,919,2568
16527,2541,922,1959
16528,2541,922,2728
16529,2541,922,2766
16530,2541,1016,965
16531,2541,1044,1436
16532,2541,1047,3159
16533,2541,1050,3372
16534,2541,1051,1150
16535,2541,1085,615
16536,2541,1413,3351
16537,2541,1717,3406
16538,2541,1897,1720
16539,2541,1912,755
16540,2541,1935,2035
16541,2541,1935,3156
16542,2541,1935,3159
16543,2541,1935,449
16544,2541,2030,2706
16545,2541,2431,3107
16546,2541,2461,2789
16547,2542,552,2638
16548,2542,1883,1535
16549,2542,1908,770
16550,2543,1417,3390
16551,2543,1550,776
16552,2543,1997,3414
16553,2543,2306,3115
16554,2544,4,222
16555,2544,26,343
16556,2544,69,807
16557,2544,70,2837
16558,2544,91,2742
16559,2544,94,1955
16560,2544,109,1598
16561,2544,137,1827
16562,2544,157,1541
16563,2544,203,454
16564,2544,261,123
16565,2544,278,1792
16566,2544,282,2385
16567,2544,287,1543
16568,2544,288,1661
16569,2544,289,2906
16570,2544,294,1075
16571,2544,295,3354
16572,2544,334,106
16573,2544,352,3298
16574,2544,367,1035
16575,2544,367,2101
16576,2544,367,2248
16577,2544,367,3156
16578,2544,486,2937
16579,2544,509,674
16580,2544,515,1220
16581,2544,554,909
16582,2544,554,1615
16583,2544,554,2168
16584,2544,556,354
16585,2544,565,1984
16586,2544,595,336
16587,2544,599,256
16588,2544,618,3461
16589,2544,625,355
16590,2544,650,1180
16591,2544,654,155
16592,2544,658,2885
16593,2544,663,2324
16594,2544,701,1148
16595,2544,717,1999
16596,2544,739,726
16597,2544,743,1088
16598,2544,750,801
16599,2544,752,1197
16600,2544,753,3613
16601,2544,761,3377
16602,2544,781,1766
16603,2544,785,3159
16604,2544,786,1060
16605,2544,787,1166
16606,2544,801,648
16607,2544,801,1107
16608,2544,801,2291
16609,2544,801,3159
16610,2544,801,3358
16611,2544,801,3469
16612,2544,802,661
16613,2544,802,812
16614,2544,802,1103
16615,2544,803,701
16616,2544,803,1173
16617,2544,803,1186
16618,2544,803,3358
16619,2544,805,1058
16620,2544,805,1090
16621,2544,806,148
16622,2544,806,206
16623,2544,806,639
16624,2544,806,667
16625,2544,806,674
16626,2544,806,676
16627,2544,806,684
16628,2544,806,724
16629,2544,806,753
16630,2544,806,755
16631,2544,806,839
16632,2544,806,861
16633,2544,806,867
16634,2544,806,870
16635,2544,806,885
16636,2544,806,933
16637,2544,806,969
16638,2544,806,970
16639,2544,806,971
16640,2544,806,975
16641,2544,806,1028
16642,2544,806,1035
16643,2544,806,1093
16644,2544,806,1107
16645,2544,806,1127
16646,2544,806,1160
16647,2544,806,1197
16648,2544,806,1215
16649,2544,806,1665
16650,2544,806,3156
16651,2544,806,3159
16652,2544,806,3159
16653,2544,806,3159
16654,2544,806,3435
16655,2544,806,3523
16656,2544,806,1256
16657,2544,806,1614
16658,2544,806,3193
16659,2544,806,1794
16660,2544,811,565
16661,2544,813,1211
16662,2544,815,678
16663,2544,822,1188
16664,2544,822,3523
16665,2544,826,906
16666,2544,831,805
16667,2544,887,1472
16668,2544,902,3604
16669,2544,941,1353
16670,2544,943,627
16671,2544,943,1288
16672,2544,943,1300
16673,2544,943,1339
16674,2544,943,1341
16675,2544,943,1352
16676,2544,943,1358
16677,2544,943,1390
16678,2544,943,1442
16679,2544,943,1478
16680,2544,943,1497
16681,2544,943,1498
16682,2544,943,1504
16683,2544,943,1520
16684,2544,943,2524
16685,2544,943,798
16686,2544,943,445
16687,2544,944,1235
16688,2544,945,1324
16689,2544,950,952
16690,2544,959,367
16691,2544,967,1350
16692,2544,968,1347
16693,2544,970,1446
16694,2544,997,649
